fipscode,State,County,premature_death,poor_health,low_birthweight,obesity,diabetes,food_access,unemployment,child_poverty,income_inequality
48095,Texas,Concho County,5708.7,,,0.281,0.7273,0.2,0.053,0.265,52.9
48097,Texas,Cooke County,9108.0,,0.0808,0.278,0.6472,0.125,0.035,0.206,43.4
48099,Texas,Coryell County,7335.7,0.172,0.078,0.27,0.7566,0.083333333,0.061,0.181,38.0
48101,Texas,Cottle County,,,,0.272,0.641,0.5,0.04,0.375,49.5
48103,Texas,Crane County,7594.6,,0.0667,0.285,0.5909,1.0,0.041,0.134,47.3
48105,Texas,Crockett County,7937.3,,0.0558,0.276,0.8529,1.0,0.029,0.206,42.8
48107,Texas,Crosby County,9790.2,0.1004,0.1066,0.28,0.75,1.0,0.049,0.365,52.8
48109,Texas,Culberson County,9107.4,,0.0857,0.264,0.375,0.0,0.03,0.355,43.5
48111,Texas,Dallam County,9222.2,,0.0866,0.268,0.7955,0.333333333,0.03,0.225,42.9
48113,Texas,Dallas County,7593.7,0.2089,0.0803,0.271,0.7951,0.423728814,0.054,0.255,47.0
48115,Texas,Dawson County,8115.2,,0.1102,0.279,0.8146,0.5,0.054,0.347,52.4
48117,Texas,Deaf Smith County,8841.8,,0.0829,0.269,0.7208,0.5,0.038,0.3,45.6
48119,Texas,Delta County,6866.9,,0.0676,0.275,0.8308,0.0,0.053,0.263,45.4
48121,Texas,Denton County,4777.0,0.1456,0.07,0.284,0.8252,0.5625,0.045,0.075,41.1
48123,Texas,DeWitt County,7248.1,0.0951,0.0701,0.281,0.7655,0.285714286,0.042,0.272,47.3
48125,Texas,Dickens County,7968.2,,,0.278,0.6279,0.25,0.044,0.285,46.8
48127,Texas,Dimmit County,6752.1,,0.0782,0.276,0.7,0.25,0.067,0.463,46.8
48129,Texas,Donley County,8639.0,,0.1055,0.258,0.8571,0.333333333,0.042,0.24,45.4
48131,Texas,Duval County,9819.9,,0.0988,0.259,0.7486,0.4,0.054,0.365,48.9
48133,Texas,Eastland County,10263.2,,0.0741,0.264,0.7012,0.5,0.046,0.276,47.6
48135,Texas,Ector County,9342.6,0.1804,0.097,0.286,0.7028,0.307692308,0.034,0.219,45.7
48137,Texas,Edwards County,8653.6,,,0.274,0.6104,0.333333333,0.038,0.411,46.1
48139,Texas,Ellis County,7200.8,0.1858,0.0695,0.291,0.7922,0.533333333,0.051,0.156,40.4
48141,Texas,El Paso County,6374.5,0.2569,0.0814,0.24,0.7209,0.143835616,0.063,0.394,46.9
48143,Texas,Erath County,7555.6,0.1313,0.0623,0.274,0.8196,0.333333333,0.038,0.2,47.3
48145,Texas,Falls County,11970.3,,0.0946,0.293,0.7123,0.333333333,0.058,0.42,50.6
48147,Texas,Fannin County,9613.1,,0.0739,0.253,0.7844,0.266666667,0.059,0.225,45.3
48149,Texas,Fayette County,9162.7,,0.0767,0.264,0.686,0.461538462,0.035,0.174,47.4
48151,Texas,Fisher County,7387.4,,0.0968,0.266,0.8065,0.25,0.039,0.245,44.3
48153,Texas,Floyd County,8228.8,,0.1163,0.27,0.8529,0.4,0.047,0.328,48.2
48155,Texas,Foard County,,,,0.26,,1.0,0.04,0.272,46.4
48157,Texas,Fort Bend County,5093.2,0.1702,0.0795,0.258,0.7808,0.5,0.045,0.112,40.4
48159,Texas,Franklin County,6292.1,,0.0729,0.262,0.8053,0.333333333,0.043,0.225,46.8
48161,Texas,Freestone County,9743.3,0.1413,0.0802,0.287,0.7864,0.333333333,0.041,0.188,45.5
48163,Texas,Frio County,8666.0,,0.0749,0.265,0.7436,0.5,0.055,0.386,47.5
48165,Texas,Gaines County,9889.7,,0.0855,0.283,0.6429,0.666666667,0.039,0.275,45.1
48167,Texas,Galveston County,8954.4,0.1523,0.0871,0.284,0.7518,0.565217391,0.058,0.163,45.3
48169,Texas,Garza County,9536.5,,0.0888,0.279,0.8511,0.5,0.038,0.286,47.4
48171,Texas,Gillespie County,5790.2,0.0836,0.0606,0.244,0.7782,0.4,0.031,0.157,43.7
48173,Texas,Glasscock County,,,,0.269,,0.0,0.037,0.153,50.2
48175,Texas,Goliad County,7293.6,,0.0648,0.259,0.7867,0.25,0.038,0.224,45.0
48177,Texas,Gonzales County,10693.6,,0.0752,0.28,0.7599,0.2,0.04,0.287,46.2
48179,Texas,Gray County,10402.0,,0.0767,0.282,0.8276,0.4,0.035,0.214,46.5
48181,Texas,Grayson County,8992.6,0.1864,0.0724,0.254,0.7783,0.5,0.053,0.183,44.3
48183,Texas,Gregg County,10481.1,0.2109,0.0868,0.291,0.8204,0.533333333,0.04,0.232,46.2
48185,Texas,Grimes County,9203.4,,0.0798,0.28,0.8122,0.25,0.052,0.234,45.6
48187,Texas,Guadalupe County,6316.0,0.1684,0.0756,0.286,0.7534,0.333333333,0.044,0.147,39.7
48189,Texas,Hale County,6839.8,0.1754,0.0913,0.278,0.6863,0.571428571,0.046,0.241,43.8
48191,Texas,Hall County,7248.1,,0.0838,0.265,0.8,0.25,0.056,0.429,44.1
48193,Texas,Hamilton County,9193.3,,0.0607,0.26,0.8033,0.5,0.036,0.232,44.0
48195,Texas,Hansford County,7133.3,,0.0583,0.264,0.7619,0.666666667,0.032,0.184,45.1
48197,Texas,Hardeman County,8089.1,,0.0852,0.274,0.6875,1.0,0.036,0.279,47.8
48199,Texas,Hardin County,9834.7,0.1523,0.0743,0.279,0.8229,0.444444444,0.055,0.163,43.0
48201,Texas,Harris County,7272.2,0.1989,0.0802,0.26,0.7718,0.466942149,0.048,0.233,47.1
48203,Texas,Harrison County,10196.2,0.2489,0.0874,0.289,0.8494,0.454545455,0.047,0.237,46.0
48205,Texas,Hartley County,5362.6,,0.08,0.29,,0.0,0.033,0.116,41.3
48207,Texas,Haskell County,8501.0,,0.0577,0.271,0.902,0.166666667,0.033,0.321,48.5
48209,Texas,Hays County,5357.3,0.1497,0.0668,0.248,0.8513,0.625,0.043,0.131,44.1
48211,Texas,Hemphill County,4690.7,,,0.263,,1.0,0.02,0.124,41.0
48213,Texas,Henderson County,9786.8,0.237,0.0822,0.287,0.8321,0.363636364,0.054,0.252,46.7
48215,Texas,Hidalgo County,6030.4,0.3009,0.0677,0.287,0.7508,0.566666667,0.073,0.439,48.9
48217,Texas,Hill County,10388.9,0.162,0.0694,0.285,0.7796,0.2,0.051,0.24,44.6
48219,Texas,Hockley County,7414.2,0.1684,0.0918,0.265,0.7969,0.25,0.038,0.232,45.5
48221,Texas,Hood County,8726.8,0.1801,0.0679,0.262,0.8632,0.333333333,0.042,0.172,42.5
48223,Texas,Hopkins County,8979.8,0.1466,0.079,0.292,0.755,0.111111111,0.042,0.22,47.0
48225,Texas,Houston County,9886.0,,0.0949,0.299,0.8,0.333333333,0.066,0.329,47.2
48227,Texas,Howard County,9899.1,,0.0961,0.284,0.7688,0.2,0.046,0.32,46.4
48229,Texas,Hudspeth County,4706.9,,0.0892,0.261,0.74,0.0,0.041,0.452,45.8
48231,Texas,Hunt County,10339.1,0.207,0.0776,0.289,0.7905,0.461538462,0.053,0.255,43.5
48233,Texas,Hutchinson County,9612.5,,0.086,0.278,0.7972,0.4,0.042,0.182,41.0
48235,Texas,Irion County,,,,0.265,0.9048,0.5,0.035,0.126,46.6
48237,Texas,Jack County,9114.3,,0.0807,0.274,0.875,0.25,0.033,0.16,44.6
48239,Texas,Jackson County,8253.4,,0.0573,0.277,0.7962,0.285714286,0.041,0.214,44.2
48241,Texas,Jasper County,10045.3,0.1952,0.0883,0.289,0.7599,0.6,0.065,0.294,47.8
48243,Texas,Jeff Davis County,7004.7,,,0.242,0.7241,1.0,0.037,0.215,47.7
48245,Texas,Jefferson County,10112.0,0.1696,0.0939,0.303,0.7967,0.48,0.068,0.245,47.1
48247,Texas,Jim Hogg County,8766.7,,0.0957,0.269,0.7424,0.5,0.039,0.322,49.7
48249,Texas,Jim Wells County,9635.1,,0.0986,0.27,0.7963,0.666666667,0.043,0.307,45.5
48251,Texas,Johnson County,7472.6,0.225,0.0685,0.287,0.7861,0.583333333,0.047,0.164,39.4
48253,Texas,Jones County,8794.7,,0.0824,0.271,0.7811,0.5,0.05,0.288,46.2
48255,Texas,Karnes County,6813.6,,0.0786,0.29,0.6422,0.375,0.061,0.322,47.7
48257,Texas,Kaufman County,8341.1,0.1724,0.0774,0.269,0.8225,0.6,0.054,0.158,41.1
48259,Texas,Kendall County,5684.0,0.1202,0.07,0.249,0.8009,0.333333333,0.038,0.128,46.2
48261,Texas,Kenedy County,,,,0.269,,0.0,0.033,0.236,56.6
48263,Texas,Kent County,,,,0.259,0.7857,0.0,0.045,0.109,45.4
48265,Texas,Kerr County,8502.9,0.1549,0.0894,0.254,0.8393,0.5,0.04,0.304,47.0
48267,Texas,Kimble County,7881.7,,0.0742,0.257,0.8,0.333333333,0.038,0.319,47.9
48269,Texas,King County,,,,0.279,,0.0,0.042,0.224,35.7
48271,Texas,Kinney County,7983.4,,0.0824,0.26,0.6,1.0,0.054,0.313,49.3
48273,Texas,Kleberg County,8284.5,,0.0834,0.27,0.8,0.333333333,0.043,0.328,47.4
48275,Texas,Knox County,9520.4,,0.096,0.269,0.7778,0.5,0.039,0.346,44.4
48277,Texas,Lamar County,9612.8,0.1939,0.0894,0.265,0.7776,0.071428571,0.055,0.232,47.4
48279,Texas,Lamb County,8041.0,,0.0962,0.275,0.815,0.25,0.045,0.29,49.4
48281,Texas,Lampasas County,8370.3,,0.0662,0.262,0.7681,0.333333333,0.041,0.228,44.3
48283,Texas,La Salle County,7466.6,,0.0723,0.276,0.7544,0.25,0.056,0.386,49.9
48285,Texas,Lavaca County,6849.8,,0.072,0.27,0.7175,0.666666667,0.035,0.183,47.2
48287,Texas,Lee County,6323.6,,0.073,0.262,0.7423,0.25,0.04,0.185,45.4
48289,Texas,Leon County,10545.8,,0.0765,0.261,0.7803,0.555555556,0.044,0.232,47.8
48291,Texas,Liberty County,10804.4,0.2346,0.0787,0.282,0.7398,0.454545455,0.06,0.212,41.9
48293,Texas,Limestone County,11607.2,,0.0793,0.283,0.8302,0.428571429,0.045,0.293,44.8
48295,Texas,Lipscomb County,8901.7,,,0.261,,0.0,0.027,0.196,42.3
48297,Texas,Live Oak County,6503.5,,0.0854,0.27,0.8687,0.2,0.043,0.247,49.0
48299,Texas,Llano County,8143.8,,0.0634,0.246,0.8291,0.375,0.045,0.237,48.0
48301,Texas,Loving County,,,,0.247,,0.0,0.089,0.667,37.4
48303,Texas,Lubbock County,8147.8,0.166,0.1019,0.26,0.7936,0.363636364,0.038,0.219,47.8
48305,Texas,Lynn County,9157.1,,0.0787,0.279,0.8642,0.25,0.047,0.315,47.6
48307,Texas,McCulloch County,8585.9,0.1187,0.081,0.261,0.8252,0.166666667,0.041,0.344,49.1
48309,Texas,McLennan County,8769.0,0.187,0.0808,0.313,0.8216,0.424242424,0.046,0.253,47.4
48311,Texas,McMullen County,,,,0.278,0.875,0.0,0.056,0.214,54.5
48313,Texas,Madison County,8878.2,,0.085,0.292,0.713,0.333333333,0.053,0.256,45.3
48315,Texas,Marion County,13289.9,,0.1058,0.292,0.7958,0.5,0.051,0.386,47.2
48317,Texas,Martin County,10284.0,,0.0619,0.259,,0.25,0.034,0.252,48.2
48319,Texas,Mason County,6078.2,,,0.26,0.85,0.25,0.03,0.261,53.5
48321,Texas,Matagorda County,8266.3,0.2745,0.0789,0.281,0.7535,0.230769231,0.07,0.303,45.5
48323,Texas,Maverick County,6104.9,0.3146,0.0804,0.266,0.7755,0.5,0.11,0.405,50.2
48325,Texas,Medina County,6577.7,0.2114,0.0754,0.283,0.7768,0.444444444,0.051,0.203,41.9
48327,Texas,Menard County,9042.5,,,0.263,0.8684,0.333333333,0.044,0.376,52.5
48329,Texas,Midland County,6534.3,0.1271,0.0815,0.264,0.7776,0.363636364,0.029,0.192,46.8
48331,Texas,Milam County,10125.2,0.2129,0.0795,0.28,0.7917,0.375,0.055,0.269,47.7
48333,Texas,Mills County,6346.5,,,0.254,0.9487,0.25,0.04,0.282,46.8
48335,Texas,Mitchell County,7620.8,,0.0821,0.291,0.7692,0.333333333,0.054,0.274,54.2
48337,Texas,Montague County,10479.5,,0.0712,0.264,0.7087,0.285714286,0.037,0.213,46.8
48339,Texas,Montgomery County,7260.3,0.2014,0.0732,0.249,0.7763,0.538461539,0.043,0.139,45.8
48341,Texas,Moore County,7348.5,0.2423,0.0682,0.288,0.7816,0.5,0.031,0.181,43.2
48343,Texas,Morris County,12302.3,,0.0955,0.294,0.6788,0.6,0.062,0.26,46.5
48345,Texas,Motley County,,,,0.263,,0.333333333,0.041,0.287,48.7
48347,Texas,Nacogdoches County,9485.2,0.2305,0.0786,0.284,0.6556,0.230769231,0.044,0.274,50.1
48349,Texas,Navarro County,10536.6,,0.0772,0.288,0.844,0.076923077,0.056,0.282,46.0
48351,Texas,Newton County,13044.2,,0.0974,0.275,0.7222,0.166666667,0.073,0.308,44.1
48353,Texas,Nolan County,12221.8,,0.0901,0.269,0.7989,0.2,0.039,0.34,46.6
48355,Texas,Nueces County,8060.7,0.2022,0.0868,0.266,0.804,0.304347826,0.046,0.277,46.2
48357,Texas,Ochiltree County,6757.9,,0.0546,0.259,0.52,0.333333333,0.027,0.178,41.7
48359,Texas,Oldham County,,,,0.279,0.95,0.25,0.042,0.48,43.3
48361,Texas,Orange County,11383.2,0.2199,0.0876,0.304,0.773,0.625,0.066,0.203,42.8
48363,Texas,Palo Pinto County,10307.4,,0.0679,0.292,0.7516,0.375,0.043,0.228,43.0
48365,Texas,Panola County,11705.2,,0.0717,0.287,0.8035,0.285714286,0.039,0.194,43.6
48367,Texas,Parker County,7386.5,0.1944,0.0723,0.289,0.7653,0.25,0.045,0.112,41.7
48369,Texas,Parmer County,6688.0,,0.0713,0.274,0.7162,0.75,0.034,0.2,45.6
48371,Texas,Pecos County,8177.2,,0.0704,0.258,0.7519,0.333333333,0.048,0.266,42.1
48373,Texas,Polk County,15284.6,0.2638,0.0849,0.282,0.7763,0.3,0.064,0.286,46.0
48375,Texas,Potter County,10196.1,0.2177,0.0958,0.297,0.7978,0.260869565,0.041,0.349,47.1
48377,Texas,Presidio County,3756.2,0.2373,0.0695,0.251,0.8281,0.25,0.108,0.343,47.0
48379,Texas,Rains County,7356.3,,0.0921,0.275,0.7615,0.5,0.052,0.236,41.5
48381,Texas,Randall County,6330.6,0.1675,0.0776,0.252,0.8152,0.333333333,0.031,0.11,43.2
48383,Texas,Reagan County,,,0.0625,0.275,0.9333,1.0,0.02,0.105,37.1
48385,Texas,Real County,9216.0,,,0.254,0.6406,0.0,0.039,0.391,46.0
48387,Texas,Red River County,11616.0,,0.0968,0.273,0.8852,0.5,0.066,0.301,45.8
48389,Texas,Reeves County,10498.2,,0.0794,0.269,0.787,0.166666667,0.06,0.498,48.2
48391,Texas,Refugio County,8340.0,,0.0607,0.272,0.9073,0.4,0.039,0.237,46.5
48393,Texas,Roberts County,,,,0.272,0.9286,1.0,0.024,0.077,38.5
48395,Texas,Robertson County,12063.7,,0.0895,0.292,0.7706,0.285714286,0.049,0.31,47.1
48397,Texas,Rockwall County,5961.6,0.0547,0.0664,0.268,0.8384,0.5,0.046,0.071,41.9
48399,Texas,Runnels County,10284.2,,0.0937,0.263,0.816,0.5,0.048,0.294,44.3
48401,Texas,Rusk County,10148.3,0.2434,0.0864,0.289,0.7874,0.307692308,0.044,0.192,47.4
48403,Texas,Sabine County,13375.4,,0.0803,0.266,0.7143,0.25,0.092,0.282,47.3
48405,Texas,San Augustine County,12272.5,,0.1017,0.281,0.6138,0.5,0.064,0.34,49.7
48407,Texas,San Jacinto County,10410.2,,0.0756,0.269,0.7339,0.5,0.058,0.262,45.9
48409,Texas,San Patricio County,7235.1,0.2249,0.0898,0.271,0.83,0.7,0.054,0.251,45.6
48411,Texas,San Saba County,6736.7,,0.0691,0.261,0.6909,0.25,0.055,0.375,45.0
48413,Texas,Schleicher County,,,,0.27,0.8857,1.0,0.035,0.198,47.1
